Institutos,Título,Año,Autores,¿Mujeres?,DOI,reales/ficticios,tamaño,de donde,se puede usar,pacientes mexicanos,URL datos,LINK,cantidad de mujeres
106,INAOE;INAOE,"Custom Domain Adaptation: A New Method for Cross-Subject, EEG-Based Cognitive Load Recognition",2020,Magdiel Jimenez-Guarneros;Pilar Gomez-Gil,2,10.1109/LSP.2020.2989663,reales;reales,2670;3600,Dataset de Spectrotemporal dynamics of the EEG during working memory encoding and maintenance predicts individual behavioral capacity; Dataset de Learning Representations from EEG with Deep Recurrent-Convolutional Neural Networks ,con permiso;con permiso,no;no,None;None,https://ieeexplore.ieee.org/abstract/document/9076296,1
107,Universidad Autonoma de Tlaxcala;Universidad De las Americas;INAOE;INAOE;UNAM,A New Wavelet-Based Neural Network for Classification of Epileptic-Related States using EEG,2019,E. Juarez-Guerra;V. Alarcon-Aquino;P. Gomez-Gil;J. M. Ramírez-Cortes;E. S. García-Treviño,3,https://doi.org/10.1007/s11265-019-01456-7,reales,500,EGG Epileptic University of Bonn dataset,si,no,http://epileptologie-bonn.de/cms/front content.php?idcat=495&idart=855,https://link.springer.com/article/10.1007/s11265-019-01456-7,1
108,INAOE;INAOE;INAOE;INAOE;Universidad de las Americas,Segmentation and Classification of Noisy Thermographic Images as an Aid for Identifying Risk Levels of Breast Cancer,2020,Pilar Gomez-Gil;Daniela Reynoso-Armenta;Jorge Castro-Ramos;Juan Manuel Ramirez-Cortes;Vicente Alarcon-Aquino,1;2,10.1007/978-3-030-35445-9_21,reales,600,TH-CEPREC,con permiso,si,None,https://link.springer.com/chapter/10.1007/978-3-030-35445-9_21,2
109,INAOE;INAOE,Unsupervised brain tissue segmentation in MRI images,2018,Jonas Grande-Barreto;Pilar Gomez-Gil,2,10.1109/ROPEC.2018.8661425,sinteticos,20,BrainWeb,si,no,https://brainweb.bic.mni.mcgill.ca/,https://ieeexplore.ieee.org/abstract/document/8661425,1
110,INAOE;INAOE;INAOE;INAOE;INAOE;INAOE,EEG motor imagery signals classification using maximum overlap wavelet transform and support vector machine,2017,Cesar E. Hernandez-Gonzalez;Juan M Ramirez-Cortes;Pilar Gomez-Gil;Jose Rangel-Magdaleno;Hayde Peregrina-Barreto;Israel Cruz-Vega,3,10.1109/ROPEC.2017.8261667,reales,48,BCI Competition IV,si,no,http://www.bbci.de/competition/iv/,https://ieeexplore.ieee.org/abstract/document/8261667,1
111,Universidad de las Americas;Universidad de las Americas;INAOE,Epilepsy Seizure Detection in EEG Signals Using Wavelet Transforms and Neural Networks,2014,E. Juarez-Guerra;V. Alarcon-Aquino;P. Gomez-Gil,3,10.1007/978-3-319-06764-3_33,reales,500,EGG Epileptic University of Bonn dataset,si,no,http://epileptologie-bonn.de/cms/front_content.php?idcat=193&lang=3&changelang=3,https://link.springer.com/chapter/10.1007/978-3-319-06764-3_33,1
112,INAOE;Universidad de las Americas;INAOE;INAOE,Identification of Epilepsy Seizures Using Multi-resolution Analysis and Artificial Neural Networks,2014,Pilar Gómez-Gil;Ever Juárez-Guerra;Vicente Alarcón-Aquino;Manuel Ramírez-Cortés;José Rangel-Magdaleno,1,10.1007/978-3-319-05170-3_23,reales,500,EGG Epileptic University of Bonn dataset,si,no,http://epileptologie-bonn.de/cms/front_content.php?idcat=193,https://link.springer.com/chapter/10.1007/978-3-319-05170-3_23,1
113,INAOE;INAOE;INAOE;Universidad de las Americas,Brain Computer Interface Development Based on Recurrent Neural Networks and ANFIS Systems,2013,Emanuel Morales-Flores;Juan Manuel Ramírez-Cortés;Pilar Gómez-Gil;Vicente Alarcón-Aquino,3,10.1007/978-3-642-35323-9_9,reales,20,Dataset from A new mode of communication between man and his surroundings,si,no,https://www.cs.colostate.edu/eeg/main/data/1989_Keirn_and_Aunon,https://link.springer.com/chapter/10.1007/978-3-642-35323-9_9,1
114,INAOE;INAOE;INAOE;Universidad de las Americas,Mental Tasks Temporal Classification Using an Architecture Based on ANFIS and Recurrent Neural Networks,2013,Emmanuel Morales-Flores;Juan Manuel Ramírez-Cortés;Pilar Gómez-Gil;Vicente Alarcón-Aquino,3,10.1007/978-3-642-33021-6_11,reales,20,Dataset from A new mode of communication between man and his surroundings,si,no,https://www.cs.colostate.edu/eeg/main/data/1989_Keirn_and_Aunon,https://link.springer.com/chapter/10.1007/978-3-642-33021-6_11,1
115,INAOE;INAOE;INAOE;INAOE;INAOE,Genetic Selection of Fuzzy Model for Acute Leukemia Classification,2011,Alejandro Rosales-Pérez;Carlos A. Reyes-García;Pilar Gómez-Gil;Jesus A. Gonzalez;Leopoldo Altamirano,3,10.1007/978-3-642-25324-9_46,reales,633,Dataset de Laboratorio de Especialidades IMSS Puebla,con permiso,si,None,https://link.springer.com/chapter/10.1007/978-3-642-25324-9_46,1
116,INAOE;INAOE;INAOE,Genetic Fuzzy Relational Neural Network for Infant Cry Classification,2011,Alejandro Rosales-Pérez;Carlos A. Reyes-Garcia;Pilar Gómez-Gil,3,10.1007/978-3-642-21587-2_31,reales,1918,Dataset de llantos de bebe del INAOE,con permiso,si,None,https://link.springer.com/chapter/10.1007/978-3-642-21587-2_31,1
117,INAOE;INAOE;Universidad de las Americas;Universidad de las Americas;INAOE,A Biometric System Based on Neural Networks and SVM Using Morphological Feature Extraction from Hand-Shape Images,2011,Juan-Manuel RAMIREZ-CORTES;Pilar GOMEZ-GIL;Vicente ALARCON-AQUINO;David BAEZ-LOPEZ;Rogerio ENRIQUEZ-CALDERA,2,10.15388/Informatica.2011.324,reales,400,creados,no,si,None,https://www.researchgate.net/publication/220073884_A_Biometric_System_Based_on_Neural_Networks_and_SVM_Using_Morphological_Feature_Extraction_from_Hand-Shape_Images,1
118,INAOE;Universidad de las Americas;INAOE;INAOE;IPN,Anfis-Based P300 Rhythm Detection Using Wavelet Feature Extraction on Blind Source Separated Eeg Signals,2011,Juan Manuel Ramirez-Cortes;Vicente Alarcon-Aquino;Gerardo Rosas-Cholula;Pilar Gomez-Gil;Jorge Escamilla-Ambrosio,4,10.1007/978-1-4614-0373-9_27,reales,8,creados,no,si,None,https://link.springer.com/chapter/10.1007/978-1-4614-0373-9_27,1
119,INAOE;INAOE;New Mexico Tech;INAOE;INAOE,Bimodal Biometrics Using EEG-Voice Fusion at Score Level Based on Hidden Markov Models,2020,Juan Carlos Moreno-Rodriguez;Juan Manuel Ramirez-Cortes;Rene Arechiga-Martinez;Pilar Gomez-Gil;Juan Carlos Atenco-Vazquez,4,10.1007/978-3-030-35445-9_44,reales,165,Open access database of EEG signals recorded during imagined speech,si,no,https://drive.google.com/file/d/0By7apHbIp8ENZVBLRFVlSFhzbHc/view,https://link.springer.com/chapter/10.1007/978-3-030-35445-9_44,1
120,INAOE;INAOE;BUAP;Instituto Nacional de Neurología y Neurocirugía;INAOE,Sensor Abstracted Extremity Representation for Automatic Fugl-Meyer Assessment,2016,Patrick Heyer;Felipe Orihuela-Espina;Luis R. Castrejón;Jorge Hernández-Franco;Luis Enrique Sucar,0,10.1007/978-3-319-49622-1_17,reales,750,creados,no,si,None,https://eudl.eu/pdf/10.1007/978-3-319-49622-1_17,0
121,INAOE;BUAP;INAOE;INAOE;University of Pavia;BUAP,Automated Intracellular Calcium Profiles Extraction from Endothelial Cells Using Digital Fluorescence Images,2018,Marcial Sanchez-Tecuatl;Ajelet Vargaz Guadarrama;Juan Manuel Ramirez Cirtes;Pilar Gomez Gil;Frencesoc Moccia;Roberto Berra Romani,2;4,https://doi.org/10.3390/ijms19113440,reales,na,creados,no,no,None,https://www.mdpi.com/1422-0067/19/11/3440/htm,2
122,INAOE;INAOE;INAOE;INAOE;BUAP,Head movement artifact removal in EEG signals using Empirical Mode Decomposition and Pearson Correlation,2013,Gerardo Rosas-Cholula;Juan Manuel Ramirez-Cortes;Jose Rangel-Magdaleno;Pilar Gomez-Gil;Vicente Alarcon-Aquino,4,,reales,25,creados,no,si,None,http://worldcomp-proceedings.com/proc/p2013/ICA3048.pdf,1
123,INAOE;INAOE;INAOE;Universidad de las Americas,Brain Computer Interface Development Based on Recurrent Neural Networks and ANFIS Systems,2013,Emanuel Morales-Flores;Juan Manuel Ramírez-Cortés;Pilar Gómez-Gil;Vicente Alarcón-Aquino,3,10.1007/978-3-642-35323-9_9,reales,20,Dataset from A new mode of communication between man and his surroundings,si,no,https://www.cs.colostate.edu/eeg/main/data/1989_Keirn_and_Aunon,https://link.springer.com/chapter/10.1007/978-3-642-35323-9_9,1
124,INAOE;INAOE;INAOE;University of Alcala;INAOE;INAOE,Embedded System for Bimodal Biometrics with Fiducial Feature Extraction on ECG and PPG Signals,2020,Denisse E. Mancilla-Palestina;Jose A. Jimenez-Duarte;Juan Manuel Ramirez-Cortes;Alvaro Hernandez;Pilar Gomez-Gil;Jose Rangel-Magdaleno,1;5,10.1109/I2MTC43012.2020.9128394,reales,31,creados,no,si,None,https://ieeexplore.ieee.org/abstract/document/9128394/authors#authors,2
125,UNAM;UNAM;UNAM,"NeuronGrowth, a software for automatic quantification of neurite and filopodial dynamics from time-lapse sequences of digital images",2011,Zian Fanti;M. Elena Martinez-Perez;Francisco F. De-Miguel,2,10.1002/dneu.20866,reales,24,creados,si,no,http://www.ifc.unam.mx/ffm/download.html,https://pubmed.ncbi.nlm.nih.gov/21913334/,1
126,IPN;IPN;IPN;IPN,Review on plantar data analysis for disease diagnosis,2018,Julian Andres Ramirez Bautista;Silvia Liliana Chaparro Cárdenas;Antonio Hernández Zavala;Jorge Adalberto Huerta-Ruelas,2,10.1016/j.bbe.2018.02.004,reales;reales;reales;reales;reales,48;236;25;35;5;172,Dataset de Differences in foot sensitivity and plantar pressure between young adults and elderly;Dataset de Plantar pressure distribution patterns of young school children in comparison to adults; Dataset de The evaluation of plantar pressure distribution in obese and non-obese adults;. Plantar pressure differences between obese and non-obese adults: a biomechanical analysis;Dataset de Characterization of plantar pressures in visually impaired individuals: a pilot study;Dataset de Clinical determinants of plantar forces and pressures during walking in older people,con permiso;con permiso;con permiso;con permiso;con permiso,no;no;no;no;no,None;None;None;None;None,https://www.researchgate.net/publication/324039598_Review_on_plantar_data_analysis_for_disease_diagnosis,1
127,IPN;IPN;IPN;IPN;Széchenyi István University;IPN;Budapest University of Technology and Economics,Detection of Human Footprint Alterations by Fuzzy Cognitive Maps Trained with Genetic Algorithm,2018,Julian Andres Ramirez Bautista;Antonio Hernandez Zavala;Jorge A. Huerta Ruelas;Miklos F.Hatwágner;Silvia L. Chaparro Cárdenas;Lászó T. Kóczy,5,10.1109/MICAI46078.2018.00013,reales,24,Pedica Centers,con pemiso,si,None,https://www.researchgate.net/publication/340229397_Detection_of_Human_Footprint_Alterations_by_Fuzzy_Cognitive_Maps_Trained_with_Genetic_Algorithm,1
128,IPN;IPN;IPN,Measuring concept semantic relatedness through common spatial pattern feature extraction on EEG signals,2018,Hiram Calvo;José Luis Paredes;Jesús Figueroa-Nazuno,0,https://doi.org/10.1016/j.cogsys.2018.03.004,reales,18,creados,no,si,None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3148,0
129,IPN;Universite de Tulouse;IPN;Universite de Toulouse,Beyond the paradigm of nanomechanical measurements on cells using AFM: An automated methodology to rapidly analyse thousands of cells.,2019,S. Proa-Coronado;C. Séverac;A. Martinez-Rivas;E. Dague,0,10.1039/C9NH00438F,reales;reales;reales;reales,1021;957;1000;574,creados;creados;creados;creados,no,no,None,https://www.researchgate.net/publication/335196386_Beyond_the_paradigm_of_nanomechanical_measurements_on_cells_using_AFM_An_automated_methodology_to_rapidly_analyse_thousands_of_cells,0
130,IPN;IPN;IPN;IPN;IPN,Adaptive Filtering Approach With Forgetting Factor for Stochastic Signals Applied to EEG,2020,Karen Alicia Aguilar-Cruz;José de Jesús Medel-Juárez;María Teresa Zagaceta-Álvarez;Rosaura Palma-Orozco;Romeo Urbieta-Parrazales,1;3;4,10.1109/ACCESS.2020.2997850,reales,500,EGG Epileptic University of Bonn dataset,si,no,http://epileptologie-bonn.de/cms/front_content.php,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3486,3
131,IPN;ITESM;IPN;IPN,Classification of Motor Imagery EEG Signals with CSP Filtering Through Neural Networks Models,2018,Carlos Daniel Virgilio Gonzalez;Juan Humberto Sossa Azuela;Elsa Rubio Espino;Victor H. Ponce Ponce,3,10.1007/978-3-030-04491-6_10,reales,300,BCI Competition III,si,no,http://www.bbci.de/competition/iii/,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3179,1
132,IPN;IPN;IPN;IPN,n-Iterative Exponential Forgetting Factor for EEG Signals Parameter Estimation,2018,Karen Alicia Aguilar Cruz;María Teresa Zagaceta Álvarez;Rosaura Palma Orozco;José de Jesús Medel Juárez ,1;2;3,	10.1155/2018/4613740,sinteticos;reales,1;6,creados;Subset de A criterion for adaptive autoregressive models,no;con permiso,no,None;None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3079,3
133,IPN;IPN;University of Michigan;IPN;IPN,Fuzzy inference model evaluating turn for Parkinson’s disease patients,2017,Christopher Ornelas-Vences;Luis Pastor Sanchez-Fernandez;Luis Alejandro SanchezPerez;Alejandro Garza-Rodriguez;Albino Villegas-Bastida,0,10.1016/j.compbiomed.2017.08.026,reales,94,creados ,no,si,None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3104,0
134,IPN;IPN;IPN;IPN,Fast COVID-19 and Pneumonia Classification Using Chest X-ray Images,2020,Juan Eduardo Luján-García;Marco Antonio Moreno-Ibarra;Yenny Villuendas-Rey;Cornelio Yáñez-Márquez,3,10.3390/math8091423,reales;reales,287;5856,covid-chestxray-dataset;Labeled Optical Coherence Tomography (OCT) and Chest X-Ray Images for Classification,si,no,https://github.com/ieee8023/covid-chestxray-dataset;https://data.mendeley.com/datasets/rscbjbr9sj/2,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3359,1
135,IPN;IPN;IPN;IPN,A Transfer Learning Method for Pneumonia Classification and Visualization,2020,Juan Eduardo Luján-García;Cornelio Yáñez-Márquez;Yenny Villuendas-Rey;Oscar Camacho-Nieto,3,https://doi.org/10.3390/app10082908,reales,5856,Labeled Optical Coherence Tomography (OCT) and Chest X-Ray Images for Classification,si,no,https://data.mendeley.com/datasets/rscbjbr9sj/2,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3363,1
136,IPN;IPN;IPN;IPN;IPN,AISAC: An Artificial Immune System for Associative Classification Applied to Breast Cancer Detection,2020,David González-Patiño;Yenny Villuendas-Rey;Amadeo José Argüelles-Cruz;Oscar Camacho-Nieto;Cornelio Yáñez-Márquez,2,10.3390/app10020515,reales;reales;reales;reales;reales;reales;reales;reales;reales;reales,362;699;569;198;740506;961;286;32;306;470,Breast Cancer Digital Repository (BCDR);Breast Cancer Wisconsin (Original) Dataset;Breast Cancer Wisconsin (Diagnostic) Data Set;Breast Cancer Wisconsin (Prognostic) Data Set;Breast Cancer SEER (BCSEER);Mammographic Mass Data Set (MMDS);Breast Cancer Data Set (BCDS);Lung Cancer Data Set (LCDS);Haberman’s Survival Data Set (HSDS);Thoracic Surgery Data Set (TSDS),si;si;si:con permiso;si;si;si;si;si;si,no;no;no;no;no;no;no;no;no;no,http://bcdr.inegi.up.pt/;https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+%28original%29;https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+(Diagnostic);https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+(Prognostic);None;http://archive.ics.uci.edu/ml/datasets/mammographic+mass;https://archive.ics.uci.edu/ml/datasets/breast+cancer;http://archive.ics.uci.edu/ml/datasets/Lung+Cancer;https://archive.ics.uci.edu/ml/datasets/haberman%27s+survival;https://archive.ics.uci.edu/ml/datasets/Thoracic+Surgery+Data,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3368,1
137,IPN;IPN;IPN;University of Waterloo,A Novel Bio-Inspired Method for Early Diagnosis of Breast Cancer through Mammographic Image Analysis,2019,David González-Patiño;Yenny Villuendas-Rey;Amadeo-José Argüelles-Cruz;Fakhri Karray,0,10.3390/app9214492,reales;reales;reales;reales;reales;reales,362;699;198;286;961;306,Breast Cancer Digital Repository (BCDR);Breast Cancer Wisconsin (Original) Data Set;Breast Cancer Wisconsin (Prognostic) Data Set;Lung Cancer Data Set (LCDS);Mammographic Mass Data Set (MMDS);Haberman’s Survival Data Set (HSDS),si;si;si:si:si:si,no;no;no;no;no;no,http://bcdr.inegi.up.pt/;https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+%28original%29;https://archive.ics.uci.edu/ml/datasets/breast+cancer+wisconsin+(Prognostic);http://archive.ics.uci.edu/ml/datasets/Lung+Cancer;http://archive.ics.uci.edu/ml/datasets/mammographic+mass;https://archive.ics.uci.edu/ml/datasets/haberman%27s+survival,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3403,0
138,IPN;IPN;IPN,Prediction of Cancer using Microarrays Analysis by Machine Learning Algorithms,2019,José Luis Velázquez-Rodríguez;Yenny Villuendas-Rey;Cornelio Yáñez-Márquéz,2,"ISSN 1870-4069 Research in Computing Science 148(10), 2019",reales;reales;reales;reales;reales;reales;reales;reales;relaes;reales,3051;2000;9868;5597;4869;4869;4023;5244;6033;2308,Leukemia;Colon;Adenocarcinoma;Brain tumor;Breast cancer 1;Breast cancer 2;Lymphoma;National Cancer Institute (NCI) ;Prostate cancer;SRBCT,si;si;si;si:si:si:si:si:si:si,no;no;no;no;no;no;no;no;no;no,,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3569,1
139,Universidad Iberoamericana Puebla;IPN;IPN;Universidad Autónoma de Chihuahua,Automatic electroencephalographic information classifier based on recurrent neural networks,2019,Mariel Alfaro‑Ponce;Amadeo Argüelles;Isaac Chairez;Arizbeth Pérez,4,10.1007/s13042-018-0867-9,reales;reales,500;600,EEG database [online];Dataset de Toward improved control of prosthetic fingers using surface electromyogram (EMG) signals,si;con permiso,no;no,http://epilepsy.uni-freiburg.de/freiburg-seizure-prediction-project/eeg-database,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3223,1
140,Universidad Mexiquense del Bicentenario;IPN;IPN;IPN,A machine learning approach to medical image classification: Detecting age-related macular degeneration in fundus images,2019,Andrés García-Florianoa;Ángel Ferreira-Santiago;Oscar Camacho-Nieto;Cornelio Yáñez-Márquez,0,10.1016/j.compeleceng.2017.11.008,reales,397,STARE dataset,si,no,https://cecas.clemson.edu/~ahoover/stare/,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3119,0
141,IPN;IPN;IPN;IPN;IPN,System for Face Recognition under Different Facial Expressions Using a New Associative Hybrid Model Am alpha beta-KNN for People with Visual Impairment or Prosopagnosia,2019,Moisés Márquez-Olivera;Antonio-Gustavo Juárez-Gracia;Viridiana Hernández-Herrera;Amadeo-José Argüelles-Cruz;Itzamá López-Yáñez,3,10.3390/s19030578,reales;reales;reales,593;30900;24300,Extended Cohn-Kanade Dataset (CK+);CAS-PEAL-R1;creados,si;con permiso;no,no;no;si,https://www.kaggle.com/c/visum-facial-expression-analysis;None;None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3402,1
142,IPN;IPN;IPN,Experimental Comparison of Bioinspired Segmentation Algorithms Applied to Segmentation of Digital Mammographies,2017,David González-Patiño;Yenny Villuendas-Rey;Amadeo J. Argüelles-Cruz,2,Research in Computing Science 138 (2017) ISSN 1870-4069,reales,200,Breast Cancer Digital Repository,con permiso,no,None,https://www.rcs.cic.ipn.mx/2017_138/Experimental%20Comparison%20of%20Bioinspired%20Segmentation%20Algorithms%20Applied%20to%20Segmentation.pdf,1
143,IPN;IPN;Universidad Ciego de Ávila;IPN;IPN,Medical diagnosis of chronic diseases based on novel Computational Intelligence algorithm,2018,Yenny Villuendas-Rey;Mariana-D. Alanis-Tamez;Carmen-F. Rey Benguría;Cornelio Yáñez-Márquez;Oscar Camacho-Nieto,1;2;3,10.3217/jucs-024-06-0775,reales;reales;reales;reales;reales;reales;reales;reales;reales;reales;reales;reales;reales;reales;reales,277;345;297;306;270;80;830;215;768;84;462;267;7200;569;683,Breast Cancer data set;Liver Disorders (BUPA) data set;Heart Disease (Cleveland) data set;Haberman's Survival data set;Statlog (Heart) data set;Hepatitis data set;Hepatitis data set;Thyroid Disease (New Thyroid) data set;Pima Indians Diabetes data set;Post-Operative data set;South African Hearth data set;SPECTF Heart data set;Thyroid Disease (thyroid0387) data set;Breast Cancer Wisconsin diagnosis (wdbc) data set;Breast Cancer Wisconsin original (wisconsin) data set,si;si;si;si;si;si;si;si;si;si;si;si;si;si;si,no;no;no;no;no;no;no;no;no;no;no;no;no;no;no,https://www.keel.es;https://archive.ics.uci.edu/ml/index.php,http://www.jucs.org/jucs_24_6/medical_diagnosis_of_chronic/jucs_24_06_0775_0796_rey.pdf,3
144,IPN;IPN;IPN,Mammogram image segmentation using bioinspired novel bat swarm clusternig,2016,David González-Patiño;Yenny Villuendas-Rey;Amadeo J. Argüelles-Cruz,2,Research in Computing Science 118 (2016) ISSN 1870-4069,reales,200,Breast Cancer Digital Repository,con permiso,no,None,https://www.rcs.cic.ipn.mx/2016_118/Mammogram%20Image%20Segmentation%20Using%20Bioinspired%20Novel%20Bat%20Swarm%20Clustering.pdf,1
145,Universidad Autonoma del Estado de Hidalgo;IPN;IPN,Pattern recognition for electroencephalographic signals based on continuous neural networks,2016,M. Alfaro-Ponce;A. Argüelles;I. Chairez,1,	http://dx.doi.org/10.1016/j.neunet.2016.03.004,reales;reales,500;90,Seizure Prediction Project Freiburg;creados,si;no,no;si,http://epilepsy.uni-freiburg.de/freiburg-seizure-prediction-project/eeg-database;None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/2987,1
146,IPN;IPN;IPN,The Potential Use of Bioinspired Algorithms Applied in the Segmentation of Mammograms ,2018,David González-Patiño;Yenny Villuendas-Rey;Amadeo J. Argüelles-Cruz,2,10.5220/0006951103030306,reales,362,Breast Cancer Digital Repository database,si,no,https://www.bcdr.eu/information/about,https://ipn.elsevierpure.com/es/publications/the-potential-use-of-bioinspired-algorithms-applied-in-the-segmen,1
147,IPN;IPN;University of Michigan;IPN,Fuzzy inference model based on triaxial signals for pronation and supination assessment in Parkinson's disease patients,2020,Alejandro Garza-Rodríguez;Luis Pastor Sánchez-Fernández;Luis Alejandro Sánchez-Pérez;José Juan Carbajal Hernández,0,10.1016/j.artmed.2020.101873,reales,57,creados,no,si,None,https://www.saber.cic.ipn.mx/SABERv3/publicacions/webView/3427,0
148,IPN;IPN;University of Michigan;IPN;IPN,Pronation and supination analysis based on biomechanical signals from Parkinson’s disease patients,2018,Alejandro Garza-Rodríguez;Luis Pastor Sánchez-Fernández;Luis Alejandro Sánchez-Pérez;Christopher Ornelas-Vences;Mariane Ehrenberg-Inzunza,5,10.1016/j.artmed.2017.10.001,reales,210,creados,no,no,None,https://www.sciencedirect.com/science/article/pii/S0933365717301033,1
